Processed_File,Model,Fold,ROC AUC,Accuracy,Precision,Recall,F1
Data_iterative_imputed_standard.pkl,LightGBM,3,0.7845697356593839,0.9743466410133077,0.9545454545454546,0.11666666666666667,0.2079207920792079
Data_iterative_imputed_standard.pkl,LightGBM,4,0.8132271201364812,0.9737053070386403,0.8636363636363636,0.10555555555555556,0.18811881188118812
Data_iterative_imputed_standard.pkl,CatBoost,0,0.7848960052822713,0.9257774927861494,0.19037199124726478,0.48333333333333334,0.2731554160125589
Data_iterative_imputed_standard.pkl,CatBoost,1,0.7607188431813062,0.9230522603398525,0.15473441108545036,0.3701657458563536,0.2182410423452769
Data_iterative_imputed_standard.pkl,CatBoost,2,0.8029392958423522,0.9262584161590254,0.18510158013544017,0.4530386740331492,0.26282051282051283
Data_iterative_imputed_standard.pkl,CatBoost,3,0.7773797075926844,0.9275292608625942,0.17307692307692307,0.4,0.24161073825503357
Data_iterative_imputed_standard.pkl,CatBoost,4,0.787652486562838,0.9195125861792528,0.17408906882591094,0.4777777777777778,0.2551928783382789
Data_iterative_imputed_standard.pkl,LogisticRegression,0,0.7513260702101905,0.7547290798332799,0.07278481012658228,0.6388888888888888,0.13068181818181818
Data_iterative_imputed_standard.pkl,LogisticRegression,1,0.7762006791831195,0.7403013786470023,0.07551622418879056,0.7071823204419889,0.13646055437100213
Data_iterative_imputed_standard.pkl,LogisticRegression,2,0.7972958551221956,0.7369349150368708,0.0765661252900232,0.7292817679558011,0.13858267716535433
Data_iterative_imputed_standard.pkl,LogisticRegression,3,0.7811898079357216,0.75998075998076,0.08296390120329322,0.7277777777777777,0.1489482660602615
Data_iterative_imputed_standard.pkl,LogisticRegression,4,0.8068772586355547,0.7582170915504249,0.085,0.7555555555555555,0.15280898876404495
Data_iterative_imputed_standard.pkl,MLP,0,0.5501238032353912,0.9711445976274447,0.0,0.0,0.0
Data_iterative_imputed_standard.pkl,MLP,1,0.5906247919169365,0.9709842898364861,0.0,0.0,0.0
Data_iterative_imputed_standard.pkl,MLP,2,0.593061131041478,0.9709842898364861,0.0,0.0,0.0
Data_iterative_imputed_standard.pkl,MLP,3,0.5761983380111166,0.9711399711399712,0.0,0.0,0.0
Data_iterative_imputed_standard.pkl,MLP,4,0.5837910223249501,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed.pkl,LightGBM,0,0.6237005245588937,0.9713049054184033,1.0,0.005555555555555556,0.011049723756906077
Data_knn_imputed.pkl,LightGBM,1,0.6247709376029015,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed.pkl,LightGBM,2,0.6634805444045838,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed.pkl,LightGBM,3,0.6221470108047622,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed.pkl,LightGBM,4,0.6439583218681781,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed.pkl,CatBoost,0,0.602748431825685,0.892914395639628,0.06890459363957598,0.21666666666666667,0.10455764075067024
Data_knn_imputed.pkl,CatBoost,1,0.617544013273533,0.8800897723629368,0.06317411402157165,0.2265193370165746,0.09879518072289156
Data_knn_imputed.pkl,CatBoost,2,0.6269910983775677,0.8868226995831997,0.06754530477759473,0.2265193370165746,0.10406091370558376
Data_knn_imputed.pkl,CatBoost,3,0.592247720727166,0.8887285553952221,0.05536332179930796,0.17777777777777778,0.08443271767810026
Data_knn_imputed.pkl,CatBoost,4,0.6129492047768422,0.8815135481802149,0.05984251968503937,0.2111111111111111,0.09325153374233129
Data_knn_imputed.pkl,LogisticRegression,0,0.6136238582590514,0.6484450144277012,0.041875284478834776,0.5111111111111111,0.07740849810685739
Data_knn_imputed.pkl,LogisticRegression,1,0.6353180694999713,0.6245591535748637,0.04390037990713381,0.574585635359116,0.0815686274509804
Data_knn_imputed.pkl,LogisticRegression,2,0.6561058525955539,0.62263546008336,0.045967404931048894,0.6077348066298343,0.08547008547008547
Data_knn_imputed.pkl,LogisticRegression,3,0.6388503659677509,0.6405323071989739,0.043401240035429584,0.5444444444444444,0.08039376538146022
Data_knn_imputed.pkl,LogisticRegression,4,0.6474235503457891,0.6371653038319705,0.04658249891162386,0.5944444444444444,0.0863948324586193
Data_knn_imputed.pkl,MLP,0,0.533371849895455,0.9711445976274447,0.0,0.0,0.0
Data_knn_imputed.pkl,MLP,1,0.6364290620322407,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed.pkl,MLP,2,0.5773913931828112,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed.pkl,MLP,3,0.5608377818135123,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed.pkl,MLP,4,0.60233705721571,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_balanced_smote.pkl,LightGBM,0,0.9880515263465223,0.9820057779612051,1.0,0.9640085851081394,0.9816745124411567
Data_knn_imputed_balanced_smote.pkl,LightGBM,1,0.9917319796695343,0.9843995047461824,1.0,0.968801584681413,0.9841536010731953
Data_knn_imputed_balanced_smote.pkl,LightGBM,2,0.9919186091058505,0.9831599801882119,1.0,0.966319960376424,0.9828715365239294
Data_knn_imputed_balanced_smote.pkl,LightGBM,3,0.9916217212143652,0.9848935116394255,1.0,0.9697870232788509,0.9846618053809404
Data_knn_imputed_balanced_smote.pkl,LightGBM,4,0.9915614005291048,0.9852237081063233,1.0,0.9704474162126465,0.985002094679514
Data_knn_imputed_balanced_smote.pkl,CatBoost,0,0.988776890258948,0.9817581510524144,1.0,0.9635132904077927,0.9814176406289414
Data_knn_imputed_balanced_smote.pkl,CatBoost,1,0.9915660365953396,0.9835740817168799,1.0,0.9671508748761968,0.9833011664009398
Data_knn_imputed_balanced_smote.pkl,CatBoost,2,0.9915107562303185,0.9839854713554564,1.0,0.967970942710913,0.9837248322147651
Data_knn_imputed_balanced_smote.pkl,CatBoost,3,0.9916912003949928,0.9846458642892522,1.0,0.9692917285785042,0.9844064386317908
Data_knn_imputed_balanced_smote.pkl,CatBoost,4,0.9918828473620358,0.9850586098728744,1.0,0.9701172197457487,0.9848319785468868
Data_knn_imputed_balanced_smote.pkl,LogisticRegression,0,0.7076661067280229,0.6481221626083368,0.6477759472817134,0.6491662539210831,0.648470355405294
Data_knn_imputed_balanced_smote.pkl,LogisticRegression,1,0.6985114941673558,0.6459760627321502,0.6432388663967611,0.6556619346318917,0.649390991580152
Data_knn_imputed_balanced_smote.pkl,LogisticRegression,2,0.6959984107829944,0.6401684001981178,0.6388616290480864,0.6448736998514116,0.6418535863938871
Data_knn_imputed_balanced_smote.pkl,LogisticRegression,3,0.7010334844130722,0.6433052666336471,0.6444259567387687,0.6394254581475978,0.6419159691721223
Data_knn_imputed_balanced_smote.pkl,LogisticRegression,4,0.6995999073138464,0.6477629189367674,0.6467694326008527,0.6511474327224699,0.6489510489510489
Data_knn_imputed_balanced_smote.pkl,MLP,0,0.989721381333151,0.9681386710689228,0.9453431757499607,0.9937262671289417,0.9689311010946555
Data_knn_imputed_balanced_smote.pkl,MLP,1,0.9894144179867576,0.9636813867106893,0.9454487789406915,0.9841531858699241,0.9644128113879004
Data_knn_imputed_balanced_smote.pkl,MLP,2,0.9898370139445452,0.9619448571900281,0.9404911838790933,0.9862968466237412,0.962849544685309
Data_knn_imputed_balanced_smote.pkl,MLP,3,0.992877552634159,0.9733366352980023,0.9552238805970149,0.993230972428595,0.9738567381626871
Data_knn_imputed_balanced_smote.pkl,MLP,4,0.9916861577710555,0.9692917285785042,0.9545818007356469,0.9854713554564967,0.9697806661251015
Data_knn_imputed_minmax.pkl,LightGBM,0,0.6166547448736289,0.9711445976274447,0.5,0.005555555555555556,0.01098901098901099
Data_knn_imputed_minmax.pkl,LightGBM,1,0.6299519208404138,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,LightGBM,2,0.6744746273203828,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,LightGBM,3,0.6015372479958909,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,LightGBM,4,0.6520848238034964,0.9709796376463043,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,CatBoost,0,0.602748431825685,0.892914395639628,0.06890459363957598,0.21666666666666667,0.10455764075067024
Data_knn_imputed_minmax.pkl,CatBoost,1,0.617544013273533,0.8800897723629368,0.06317411402157165,0.2265193370165746,0.09879518072289156
Data_knn_imputed_minmax.pkl,CatBoost,2,0.6269910983775677,0.8868226995831997,0.06754530477759473,0.2265193370165746,0.10406091370558376
Data_knn_imputed_minmax.pkl,CatBoost,3,0.592247720727166,0.8887285553952221,0.05536332179930796,0.17777777777777778,0.08443271767810026
Data_knn_imputed_minmax.pkl,CatBoost,4,0.6129492047768422,0.8815135481802149,0.05984251968503937,0.2111111111111111,0.09325153374233129
Data_knn_imputed_minmax.pkl,LogisticRegression,0,0.6136238582590514,0.6484450144277012,0.041875284478834776,0.5111111111111111,0.07740849810685739
Data_knn_imputed_minmax.pkl,LogisticRegression,1,0.6353180694999713,0.6245591535748637,0.04390037990713381,0.574585635359116,0.0815686274509804
Data_knn_imputed_minmax.pkl,LogisticRegression,2,0.6561058525955539,0.62263546008336,0.045967404931048894,0.6077348066298343,0.08547008547008547
Data_knn_imputed_minmax.pkl,LogisticRegression,3,0.6388503659677509,0.6405323071989739,0.043401240035429584,0.5444444444444444,0.08039376538146022
Data_knn_imputed_minmax.pkl,LogisticRegression,4,0.6474235503457891,0.6371653038319705,0.04658249891162386,0.5944444444444444,0.0863948324586193
Data_knn_imputed_minmax.pkl,MLP,0,0.533371849895455,0.9711445976274447,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,MLP,1,0.6364290620322407,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,MLP,2,0.5773913931828112,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,MLP,3,0.5608377818135123,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_minmax.pkl,MLP,4,0.60233705721571,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,LightGBM,0,0.5304042404900774,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,LightGBM,1,0.5464272651067164,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,LightGBM,2,0.5868138503735689,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,LightGBM,3,0.5556206776365271,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,LightGBM,4,0.5713421569166988,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,CatBoost,0,0.5251870804445911,0.7026290477717217,0.029758562605277934,0.29444444444444445,0.05405405405405406
Data_knn_imputed_pca.pkl,CatBoost,1,0.5604099909059149,0.6923693491503687,0.03628601921024546,0.3756906077348066,0.06618004866180048
Data_knn_imputed_pca.pkl,CatBoost,2,0.589288043512962,0.6968579672972106,0.03482045701849837,0.35359116022099446,0.0633977216443784
Data_knn_imputed_pca.pkl,CatBoost,3,0.5763946214664392,0.6939233605900272,0.03942461374533831,0.4111111111111111,0.07194944093339815
Data_knn_imputed_pca.pkl,CatBoost,4,0.5608620879423256,0.6698733365400033,0.03696402168555939,0.4166666666666667,0.06790402897238569
Data_knn_imputed_pca.pkl,LogisticRegression,0,0.5214830710538865,0.3331195896120551,0.03088165959453088,0.7277777777777777,0.05924920850293985
Data_knn_imputed_pca.pkl,LogisticRegression,1,0.532254813160792,0.3243026611093299,0.030930232558139537,0.7348066298342542,0.059361749609462174
Data_knn_imputed_pca.pkl,LogisticRegression,2,0.5006416939626038,0.33921128566848346,0.03161397670549085,0.7348066298342542,0.060619872379216046
Data_knn_imputed_pca.pkl,LogisticRegression,3,0.5272219470584998,0.3248356581689915,0.031170039544080017,0.7444444444444445,0.059834784550122797
Data_knn_imputed_pca.pkl,LogisticRegression,4,0.5727230201970173,0.31970498637165307,0.0328811220970338,0.7944444444444444,0.06314859792448664
Data_knn_imputed_pca.pkl,MLP,0,0.501266461245002,0.9711445976274447,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,MLP,1,0.47030466553013406,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,MLP,2,0.4571934942174572,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,MLP,3,0.4789628162089776,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_pca.pkl,MLP,4,0.4531111844881037,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,LightGBM,0,0.6392190308499321,0.9713049054184033,1.0,0.005555555555555556,0.011049723756906077
Data_knn_imputed_selectkbest.pkl,LightGBM,1,0.6479686076198763,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,LightGBM,2,0.662975216109939,0.9708239820455274,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,LightGBM,3,0.6250215544915892,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,LightGBM,4,0.649368957863262,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,CatBoost,0,0.6040469902057884,0.8812119268996473,0.0730593607305936,0.26666666666666666,0.11469534050179211
Data_knn_imputed_selectkbest.pkl,CatBoost,1,0.6141991777925546,0.8555626803462648,0.05334987593052109,0.23756906077348067,0.08713272543059777
Data_knn_imputed_selectkbest.pkl,CatBoost,2,0.6508619313574449,0.870631612696377,0.06284916201117319,0.24861878453038674,0.10033444816053512
Data_knn_imputed_selectkbest.pkl,CatBoost,3,0.6120567571038102,0.8747795414462081,0.06512301013024602,0.25,0.10332950631458095
Data_knn_imputed_selectkbest.pkl,CatBoost,4,0.6244262836387651,0.8640371973705308,0.060526315789473685,0.25555555555555554,0.09787234042553192
Data_knn_imputed_selectkbest.pkl,LogisticRegression,0,0.6276979934705257,0.6489259378005771,0.045660036166365284,0.5611111111111111,0.08444816053511706
Data_knn_imputed_selectkbest.pkl,LogisticRegression,1,0.6397364995708358,0.6194293042641872,0.044453676776069796,0.5911602209944752,0.08268933539412673
Data_knn_imputed_selectkbest.pkl,LogisticRegression,2,0.6592190032627424,0.6183071497274768,0.04657873042044518,0.6243093922651933,0.08668968162639049
Data_knn_imputed_selectkbest.pkl,LogisticRegression,3,0.6385651129088473,0.6378066378066378,0.043076923076923075,0.5444444444444444,0.07983706720977597
Data_knn_imputed_selectkbest.pkl,LogisticRegression,4,0.6599077284317502,0.6257816257816258,0.045952782462057334,0.6055555555555555,0.08542319749216301
Data_knn_imputed_selectkbest.pkl,MLP,0,0.5337927808957852,0.9711445976274447,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,MLP,1,0.5403528359042138,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,MLP,2,0.5630086918290969,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,MLP,3,0.5409507823821841,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_selectkbest.pkl,MLP,4,0.5286546328398731,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,LightGBM,0,0.6261362385825905,0.9713049054184033,1.0,0.005555555555555556,0.011049723756906077
Data_knn_imputed_standard.pkl,LightGBM,1,0.621075838466429,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,LightGBM,2,0.6708196625611024,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,LightGBM,3,0.6049749601012604,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,LightGBM,4,0.651205217104177,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,CatBoost,0,0.602748431825685,0.892914395639628,0.06890459363957598,0.21666666666666667,0.10455764075067024
Data_knn_imputed_standard.pkl,CatBoost,1,0.617544013273533,0.8800897723629368,0.06317411402157165,0.2265193370165746,0.09879518072289156
Data_knn_imputed_standard.pkl,CatBoost,2,0.6269910983775677,0.8868226995831997,0.06754530477759473,0.2265193370165746,0.10406091370558376
Data_knn_imputed_standard.pkl,CatBoost,3,0.592247720727166,0.8887285553952221,0.05536332179930796,0.17777777777777778,0.08443271767810026
Data_knn_imputed_standard.pkl,CatBoost,4,0.6129492047768422,0.8815135481802149,0.05984251968503937,0.2111111111111111,0.09325153374233129
Data_knn_imputed_standard.pkl,LogisticRegression,0,0.6136238582590514,0.6484450144277012,0.041875284478834776,0.5111111111111111,0.07740849810685739
Data_knn_imputed_standard.pkl,LogisticRegression,1,0.6353180694999713,0.6245591535748637,0.04390037990713381,0.574585635359116,0.0815686274509804
Data_knn_imputed_standard.pkl,LogisticRegression,2,0.6561058525955539,0.62263546008336,0.045967404931048894,0.6077348066298343,0.08547008547008547
Data_knn_imputed_standard.pkl,LogisticRegression,3,0.6388503659677509,0.6405323071989739,0.043401240035429584,0.5444444444444444,0.08039376538146022
Data_knn_imputed_standard.pkl,LogisticRegression,4,0.6474235503457891,0.6371653038319705,0.04658249891162386,0.5944444444444444,0.0863948324586193
Data_knn_imputed_standard.pkl,MLP,0,0.533371849895455,0.9711445976274447,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,MLP,1,0.6364290620322407,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,MLP,2,0.5773913931828112,0.9709842898364861,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,MLP,3,0.5608377818135123,0.9711399711399712,0.0,0.0,0.0
Data_knn_imputed_standard.pkl,MLP,4,0.60233705721571,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed.pkl,LightGBM,0,0.6175484208209532,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed.pkl,LightGBM,1,0.6435109553167561,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed.pkl,LightGBM,2,0.6575803348848918,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed.pkl,LightGBM,3,0.6178196026635849,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed.pkl,LightGBM,4,0.6420532716966595,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed.pkl,CatBoost,0,0.6363220351417777,0.862616223148445,0.06322580645161291,0.2722222222222222,0.10261780104712041
Data_mean_imputed.pkl,CatBoost,1,0.6243851002948966,0.8427380570695736,0.05456570155902005,0.27071823204419887,0.09082483781278962
Data_mean_imputed.pkl,CatBoost,2,0.649547530504407,0.8571657582558513,0.07125603864734299,0.3259668508287293,0.11694747274529237
Data_mean_imputed.pkl,CatBoost,3,0.6215728358373231,0.8547378547378547,0.06265060240963856,0.28888888888888886,0.10297029702970296
Data_mean_imputed.pkl,CatBoost,4,0.6245656999247887,0.8427128427128427,0.06324972737186478,0.32222222222222224,0.105742935278031
Data_mean_imputed.pkl,LogisticRegression,0,0.6101949671692161,0.6437960884899007,0.03925992779783394,0.48333333333333334,0.07262103505843072
Data_mean_imputed.pkl,LogisticRegression,1,0.644062803003146,0.621352997755691,0.0416141235813367,0.5469613259668509,0.07734375
Data_mean_imputed.pkl,LogisticRegression,2,0.6582265895721766,0.624879769156781,0.04547368421052632,0.5966850828729282,0.08450704225352113
Data_mean_imputed.pkl,LogisticRegression,3,0.6406792875094014,0.6493506493506493,0.045722046174739704,0.5611111111111111,0.08455420678107994
Data_mean_imputed.pkl,LogisticRegression,4,0.648946122943151,0.6390893057559724,0.04682713347921225,0.5944444444444444,0.08681541582150101
Data_mean_imputed.pkl,MLP,0,0.5303693921719672,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed.pkl,MLP,1,0.5796124661024138,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed.pkl,MLP,2,0.5757075736306196,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed.pkl,MLP,3,0.5527892429328783,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed.pkl,MLP,4,0.5869801698677379,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_balanced_smote.pkl,LightGBM,0,0.9884009361271507,0.9817581510524144,1.0,0.9635132904077927,0.9814176406289414
Data_mean_imputed_balanced_smote.pkl,LightGBM,1,0.9912396555382609,0.9836566240198101,1.0,0.9673159458567184,0.9833864742406444
Data_mean_imputed_balanced_smote.pkl,LightGBM,2,0.9911634148420341,0.9827472346045897,1.0,0.9654944692091795,0.9824443511129778
Data_mean_imputed_balanced_smote.pkl,LightGBM,3,0.992048790575712,0.983902922238732,1.0,0.9678058444774641,0.983639567077775
Data_mean_imputed_balanced_smote.pkl,LightGBM,4,0.9917178854157203,0.9848935116394255,1.0,0.9697870232788509,0.9846618053809404
Data_mean_imputed_balanced_smote.pkl,CatBoost,0,0.9886322589738847,0.9809327280231118,1.0,0.9618623080733036,0.9805604645291593
Data_mean_imputed_balanced_smote.pkl,CatBoost,1,0.9914605677667748,0.9834089971110194,1.0,0.9668207329151535,0.9831305077633236
Data_mean_imputed_balanced_smote.pkl,CatBoost,2,0.9911837488823432,0.9834076275383853,1.0,0.9668152550767707,0.9831276756484513
Data_mean_imputed_balanced_smote.pkl,CatBoost,3,0.9914908310514097,0.9831599801882119,1.0,0.966319960376424,0.9828715365239294
Data_mean_imputed_balanced_smote.pkl,CatBoost,4,0.9914621289811073,0.9852237081063233,1.0,0.9704474162126465,0.985002094679514
Data_mean_imputed_balanced_smote.pkl,LogisticRegression,0,0.7053086740126386,0.6501031778786628,0.6514495168277241,0.6455340927852072,0.6484783149514886
Data_mean_imputed_balanced_smote.pkl,LogisticRegression,1,0.6964617197480107,0.643582335947173,0.6431863067807768,0.6450973918785078,0.6441404318444042
Data_mean_imputed_balanced_smote.pkl,LogisticRegression,2,0.6960347721901962,0.6387650652138022,0.6387650652138022,0.6387650652138022,0.6387650652138022
Data_mean_imputed_balanced_smote.pkl,LogisticRegression,3,0.7024423117688656,0.6485058609872875,0.6516607654695666,0.6381046722800066,0.6448114781448114
Data_mean_imputed_balanced_smote.pkl,LogisticRegression,4,0.6960541249631446,0.6444609542677894,0.6469600268726906,0.6359583952451708,0.6414120389642828
Data_mean_imputed_balanced_smote.pkl,MLP,0,0.9897387278213633,0.9666529096161783,0.9467362098941047,0.9889384183589236,0.9673772609819121
Data_mean_imputed_balanced_smote.pkl,MLP,1,0.9891679970183117,0.9673957903425505,0.9493731153785113,0.9874546054803566,0.9680394853952585
Data_mean_imputed_balanced_smote.pkl,MLP,2,0.9891346445736502,0.9626052501238237,0.9422348484848485,0.9856364536899456,0.9634471072379569
Data_mean_imputed_balanced_smote.pkl,MLP,3,0.9883294056744347,0.9648340762753839,0.9517086475212578,0.9793627208188872,0.9653376729048007
Data_mean_imputed_balanced_smote.pkl,MLP,4,0.9894958054772655,0.9659072147928017,0.9446895682319572,0.9897639095261681,0.9667016044505362
Data_mean_imputed_minmax.pkl,LightGBM,0,0.6175484208209532,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,LightGBM,1,0.6435109553167561,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,LightGBM,2,0.6575803348848918,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,LightGBM,3,0.6178196026635849,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,LightGBM,4,0.6420532716966595,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,CatBoost,0,0.6363220351417777,0.862616223148445,0.06322580645161291,0.2722222222222222,0.10261780104712041
Data_mean_imputed_minmax.pkl,CatBoost,1,0.6243851002948966,0.8427380570695736,0.05456570155902005,0.27071823204419887,0.09082483781278962
Data_mean_imputed_minmax.pkl,CatBoost,2,0.649547530504407,0.8571657582558513,0.07125603864734299,0.3259668508287293,0.11694747274529237
Data_mean_imputed_minmax.pkl,CatBoost,3,0.6215728358373231,0.8547378547378547,0.06265060240963856,0.28888888888888886,0.10297029702970296
Data_mean_imputed_minmax.pkl,CatBoost,4,0.6245656999247887,0.8427128427128427,0.06324972737186478,0.32222222222222224,0.105742935278031
Data_mean_imputed_minmax.pkl,LogisticRegression,0,0.6101949671692161,0.6437960884899007,0.03925992779783394,0.48333333333333334,0.07262103505843072
Data_mean_imputed_minmax.pkl,LogisticRegression,1,0.644062803003146,0.621352997755691,0.0416141235813367,0.5469613259668509,0.07734375
Data_mean_imputed_minmax.pkl,LogisticRegression,2,0.6582265895721766,0.624879769156781,0.04547368421052632,0.5966850828729282,0.08450704225352113
Data_mean_imputed_minmax.pkl,LogisticRegression,3,0.6406792875094014,0.6493506493506493,0.045722046174739704,0.5611111111111111,0.08455420678107994
Data_mean_imputed_minmax.pkl,LogisticRegression,4,0.648946122943151,0.6390893057559724,0.04682713347921225,0.5944444444444444,0.08681541582150101
Data_mean_imputed_minmax.pkl,MLP,0,0.5303693921719672,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,MLP,1,0.5796124661024138,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,MLP,2,0.5757075736306196,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,MLP,3,0.5527892429328783,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_minmax.pkl,MLP,4,0.5869801698677379,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,LightGBM,0,0.5791689593191739,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,LightGBM,1,0.5890746015978956,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,LightGBM,2,0.6002812142838249,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,LightGBM,3,0.5827559481224662,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,LightGBM,4,0.6039756571826903,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,CatBoost,0,0.5642635083085726,0.7298813722346906,0.036923076923076927,0.3333333333333333,0.0664819944598338
Data_mean_imputed_pca.pkl,CatBoost,1,0.5618311127164862,0.7002244309073421,0.035733919736118745,0.35911602209944754,0.065
Data_mean_imputed_pca.pkl,CatBoost,2,0.586342727514031,0.7215453671048413,0.04073199527744982,0.3812154696132597,0.0736
Data_mean_imputed_pca.pkl,CatBoost,3,0.5756007741272724,0.7397787397787398,0.04306523115896137,0.37777777777777777,0.07731665719158613
Data_mean_imputed_pca.pkl,CatBoost,4,0.5909416102581035,0.7359307359307359,0.04638218923933209,0.4166666666666667,0.08347245409015025
Data_mean_imputed_pca.pkl,LogisticRegression,0,0.5360386632918821,0.5283744789996794,0.03218157181571816,0.5277777777777778,0.06066411238825032
Data_mean_imputed_pca.pkl,LogisticRegression,1,0.595183692307973,0.49519076627124076,0.03711790393013101,0.6574585635359116,0.07026867434307647
Data_mean_imputed_pca.pkl,LogisticRegression,2,0.5697512671973526,0.4798012183392113,0.03377967133292757,0.6132596685082873,0.06403230458609749
Data_mean_imputed_pca.pkl,LogisticRegression,3,0.598089446554033,0.5079365079365079,0.038645800063877356,0.6722222222222223,0.07308970099667775
Data_mean_imputed_pca.pkl,LogisticRegression,4,0.6030552345312128,0.5018438351771685,0.03818239192174187,0.6722222222222223,0.07226037623171096
Data_mean_imputed_pca.pkl,MLP,0,0.48545816367704786,0.9711445976274447,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,MLP,1,0.4348267882373438,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,MLP,2,0.4511797226532107,0.9709842898364861,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,MLP,3,0.46781409938913654,0.9711399711399712,0.0,0.0,0.0
Data_mean_imputed_pca.pkl,MLP,4,0.4294654486085888,0.9711399711399712,0.0,0.0,0.0
